amount,time,category,age,location,previous_trans,is_fraud
25.22,10,gas,89,Los Angeles,19,0
74.23,12,gas,73,Phoenix,12,0
4.02,22,electronics,22,New York,16,0
24.16,4,entertainment,29,San Diego,26,1
26.05,5,travel,58,Phoenix,18,0
43.9,23,electronics,20,San Jose,24,0
5.83,13,entertainment,50,Los Angeles,20,0
5.36,11,travel,67,Dallas,18,0
33.85,3,travel,73,Los Angeles,20,0
27.03,22,groceries,26,San Antonio,20,0
25.8,5,electronics,67,San Diego,18,0
28.4,9,travel,46,Philadelphia,21,1
10.18,17,dining,56,San Antonio,18,0
25.34,14,gas,62,New York,31,0
26.93,7,travel,34,Houston,22,0
9.83,8,entertainment,73,San Antonio,21,0
129.77,4,groceries,63,New York,21,0
32.26,9,utilities,84,New York,14,0
6.1,19,gas,86,Philadelphia,18,0
38.73,5,groceries,31,Houston,30,0
7.58,15,utilities,84,Chicago,22,0
44.13,23,electronics,40,Phoenix,18,0
63.98,2,electronics,78,Dallas,20,0
8.84,9,travel,40,San Jose,26,0
52.63,10,dining,44,San Jose,26,0
30.35,10,electronics,71,San Jose,26,0
45.7,16,travel,27,Chicago,21,0
133.86,3,gas,33,Phoenix,25,1
15.71,3,groceries,58,San Jose,18,0
9.45,16,electronics,72,Phoenix,11,0
8.25,8,groceries,78,Dallas,26,0
8.88,18,groceries,66,San Jose,19,0
18.6,4,dining,90,Houston,19,0
28.25,21,electronics,69,New York,19,0
26.49,23,groceries,19,San Jose,22,0
45.93,5,dining,67,Phoenix,19,0
20.35,2,dining,60,New York,20,1
85.93,21,electronics,25,Philadelphia,22,0
15.42,0,dining,76,San Jose,21,0
304.96,19,electronics,82,San Jose,15,1
37.55,21,electronics,29,San Antonio,17,0
8.52,15,utilities,21,New York,17,0
6.88,22,groceries,58,San Jose,20,0
32.54,10,entertainment,24,Houston,26,0
16.06,12,electronics,86,Dallas,19,0
41.02,9,groceries,86,New York,21,0
32.24,2,gas,47,Dallas,19,0
18.67,8,dining,90,San Diego,25,0
8.61,11,travel,23,Phoenix,11,0
4.42,22,electronics,36,Philadelphia,19,0
12.85,13,dining,83,San Antonio,22,0
47.29,0,dining,27,Houston,20,0
24.88,17,dining,33,Philadelphia,25,0
5.78,16,dining,54,San Antonio,11,0
23.88,8,dining,49,Philadelphia,15,0
29.53,8,electronics,64,Philadelphia,15,0
8.3,22,gas,89,Los Angeles,18,0
23.42,9,entertainment,60,Phoenix,29,0
21.29,18,utilities,53,Chicago,19,0
6.4,14,dining,43,San Antonio,27,0
28.73,4,dining,27,Houston,12,0
35.19,14,utilities,48,New York,18,0
59.33,19,gas,46,Philadelphia,35,0
57.62,22,gas,22,Philadelphia,30,0
5.06,1,electronics,18,San Antonio,15,1
7.86,12,groceries,20,San Diego,21,0
33.62,23,travel,84,Chicago,23,0
33.58,15,travel,88,Philadelphia,31,0
33.62,14,groceries,52,San Jose,25,0
946.46,9,electronics,32,Los Angeles,21,1
35.55,13,travel,84,Dallas,30,0
62.52,9,gas,47,Los Angeles,21,0
52.14,13,utilities,60,Chicago,9,0
38.53,22,groceries,77,San Jose,15,0
14.65,8,gas,57,Los Angeles,17,0
42.9,13,entertainment,82,Dallas,19,0
9.27,2,electronics,46,New York,20,1
15.85,19,groceries,36,Phoenix,22,0
12.36,15,travel,20,New York,19,0
21.8,1,electronics,53,Phoenix,19,1
203.3,9,utilities,60,San Diego,15,1
3.1,2,electronics,32,San Diego,28,0
39.9,10,electronics,58,San Diego,17,0
4.0,10,utilities,53,Los Angeles,25,0
12.53,20,dining,50,San Diego,24,0
59.68,20,utilities,22,Phoenix,18,0
21.42,21,gas,31,New York,21,0
6.84,12,electronics,85,San Antonio,27,0
9.82,6,utilities,64,Philadelphia,19,0
39.63,22,dining,71,Phoenix,15,0
9.68,16,gas,21,New York,30,0
24.94,1,groceries,26,New York,25,0
21.02,11,utilities,70,Philadelphia,17,0
10.47,9,utilities,77,San Jose,20,0
171.39,17,electronics,63,San Antonio,16,0
37.86,21,gas,71,San Jose,23,0
2.65,10,groceries,54,San Jose,15,0
24.2,15,entertainment,40,New York,15,0
10.36,16,entertainment,44,Dallas,15,0
47.11,18,travel,87,Houston,18,1
9.09,17,utilities,83,Phoenix,16,0
17.91,2,utilities,78,Los Angeles,16,0
33.28,20,groceries,68,San Jose,23,0
47.74,15,dining,67,San Diego,18,0
6.05,5,entertainment,36,Los Angeles,33,0
14.38,11,travel,18,Chicago,16,0
12.49,10,groceries,57,Dallas,13,0
10.45,14,utilities,49,Los Angeles,21,0
117.38,14,entertainment,39,Philadelphia,18,0
30.11,15,gas,83,Houston,31,0
5.69,9,travel,57,San Antonio,22,0
50.29,11,electronics,55,Philadelphia,11,0
167.7,12,entertainment,65,San Jose,13,0
56.4,3,travel,72,Dallas,15,0
4.4,6,groceries,72,Dallas,23,0
12.38,21,electronics,68,San Jose,22,1
71.3,1,travel,77,Houston,21,0
9.9,14,travel,25,New York,29,0
31.31,7,utilities,85,Los Angeles,26,0
43.58,6,dining,89,San Diego,30,0
7.95,14,entertainment,26,San Jose,18,0
18.92,22,utilities,19,San Diego,29,0
0.79,13,gas,87,Los Angeles,23,0
7.21,7,electronics,76,Houston,17,0
15.6,11,dining,36,New York,16,0
5.77,12,travel,45,San Antonio,15,0
102.76,10,utilities,89,Houston,27,0
4.81,16,dining,31,San Diego,20,0
12.94,16,gas,41,Dallas,21,0
22.89,23,entertainment,61,Dallas,17,0
84.88,3,gas,73,Chicago,19,0
4.78,20,electronics,68,Phoenix,21,0
64.27,7,groceries,49,Philadelphia,20,0
20.29,4,utilities,67,Philadelphia,18,0
7.53,15,electronics,58,San Jose,16,0
31.88,3,groceries,83,San Diego,24,0
24.51,21,utilities,42,Philadelphia,17,0
11.02,14,electronics,78,Philadelphia,13,1
21.54,11,gas,83,Houston,13,0
13.66,4,electronics,59,San Antonio,20,0
22.5,22,dining,82,San Diego,25,0
38.94,15,gas,53,Chicago,12,0
98.1,13,utilities,26,San Antonio,21,0
5.83,9,electronics,53,Chicago,18,1
169.53,6,travel,55,San Diego,21,0
2.85,12,utilities,50,New York,20,0
17.26,19,electronics,59,New York,22,0
36.17,4,dining,78,Philadelphia,22,1
26.6,2,groceries,63,San Jose,17,0
10.78,14,groceries,78,Dallas,25,0
16.31,3,travel,35,Houston,19,1
12.27,14,utilities,87,Philadelphia,19,0
11.14,13,dining,32,Phoenix,13,0
46.97,19,electronics,65,New York,10,0
28.7,18,electronics,89,Philadelphia,25,0
10.05,12,groceries,30,Dallas,16,0
49.38,9,dining,60,Chicago,16,0
27.31,20,gas,77,Chicago,14,0
45.28,4,travel,74,Los Angeles,23,0
37.7,22,groceries,88,Houston,18,0
8.77,19,groceries,34,San Jose,21,0
11.47,19,travel,67,Chicago,23,0
42.41,5,utilities,49,Los Angeles,18,0
36.98,3,electronics,39,New York,16,0
19.67,1,utilities,72,Chicago,13,1
22.59,21,dining,74,San Jose,8,0
72.07,15,gas,30,Philadelphia,23,0
11.12,17,entertainment,64,Dallas,22,0
34.71,4,entertainment,79,Phoenix,15,1
16.41,21,entertainment,71,Chicago,15,0
16.16,3,travel,46,Phoenix,23,1
60.27,12,groceries,39,Phoenix,20,0
45.85,18,gas,82,Phoenix,19,0
45.31,22,utilities,46,San Antonio,24,0
74.1,1,electronics,65,Phoenix,22,0
20.51,12,entertainment,22,San Antonio,26,0
39.72,10,utilities,52,Dallas,17,0
14.73,21,entertainment,88,Phoenix,20,0
27.78,3,gas,63,Los Angeles,21,0
17.63,21,entertainment,52,Phoenix,18,0
22.13,19,electronics,62,San Diego,18,0
36.42,19,dining,30,Houston,20,0
8.86,14,dining,27,Los Angeles,20,0
162.78,3,gas,83,San Jose,21,0
7.34,8,dining,87,Chicago,20,0
5.96,6,travel,89,Dallas,28,0
63.95,18,groceries,42,Dallas,17,0
44.33,18,travel,61,San Diego,15,0
37.49,5,utilities,77,San Diego,20,0
37.65,5,travel,64,San Diego,15,1
19.84,19,utilities,57,San Diego,26,0
8.19,14,utilities,24,San Diego,22,0
21.67,14,groceries,63,New York,21,0
10.2,19,electronics,40,Philadelphia,22,0
53.26,8,gas,63,Dallas,20,0
17.34,3,groceries,30,San Diego,18,0
8.8,17,gas,38,Chicago,15,0
14.56,17,dining,18,New York,20,0
30.35,4,dining,36,Los Angeles,19,0
11.43,19,travel,77,Los Angeles,26,0
8.83,22,utilities,50,San Antonio,18,0
25.63,10,entertainment,21,Philadelphia,25,0
25.66,4,entertainment,20,Los Angeles,17,0
12.1,21,gas,69,San Diego,21,0
12.54,3,utilities,45,Dallas,20,0
25.33,11,gas,87,San Antonio,19,0
4.72,1,groceries,87,Houston,27,0
4.92,12,electronics,72,New York,26,0
9.79,9,groceries,74,Houston,26,0
16.22,8,utilities,33,Houston,16,0
27.41,9,utilities,41,San Diego,18,0
87.83,6,electronics,86,Houston,17,0
47.35,3,gas,58,Houston,15,0
17.12,18,travel,64,Los Angeles,25,0
19.71,9,travel,86,San Jose,25,0
7.37,2,electronics,48,San Antonio,19,1
19.72,20,travel,47,Houston,22,0
15.05,18,entertainment,35,Philadelphia,12,0
27.74,20,travel,61,Chicago,23,0
8.78,1,travel,44,San Antonio,19,0
33.76,19,travel,43,Philadelphia,21,0
93.01,9,entertainment,77,Chicago,22,0
18.02,1,gas,35,Houston,11,0
30.02,1,travel,73,San Jose,11,0
40.05,23,dining,48,Phoenix,21,0
13.45,16,entertainment,76,Dallas,10,0
25.13,15,electronics,19,Philadelphia,18,0
20.34,15,groceries,56,Houston,17,0
22.15,13,electronics,78,San Antonio,14,1
9.27,6,groceries,80,Los Angeles,8,1
20.58,20,electronics,35,Houston,28,0
33.05,10,dining,34,Phoenix,26,0
85.72,23,groceries,56,Houston,28,0
52.42,0,groceries,88,Houston,25,0
172.98,10,utilities,71,Dallas,18,0
9.32,22,groceries,52,Los Angeles,17,0
48.05,20,groceries,28,Philadelphia,17,0
24.13,3,utilities,78,San Diego,18,0
179.43,6,travel,61,San Diego,25,0
8.95,14,travel,85,San Antonio,18,1
8.67,17,utilities,42,San Jose,27,0
11.03,11,entertainment,65,Houston,18,0
2.4,16,groceries,49,San Antonio,25,0
11.87,0,groceries,21,San Jose,24,0
9.4,10,utilities,55,Philadelphia,27,0
23.35,0,utilities,80,Philadelphia,19,0
28.27,14,entertainment,64,Los Angeles,35,0
131.13,20,dining,18,San Diego,18,0
51.96,9,travel,20,San Diego,22,0
11.28,6,electronics,79,San Antonio,20,0
8.18,1,dining,81,Dallas,16,0
32.85,9,gas,34,San Diego,15,0
5.36,23,travel,79,Dallas,16,0
125.39,3,groceries,52,Dallas,20,0
65.33,11,gas,30,Philadelphia,13,0
12.56,18,dining,52,Los Angeles,19,0
3.62,10,utilities,60,San Antonio,23,0
77.78,7,entertainment,19,Chicago,22,0
17.91,17,travel,73,San Antonio,20,0
69.26,10,entertainment,68,Dallas,16,0
4.08,10,gas,71,San Jose,26,0
11.03,12,travel,33,San Jose,17,0
20.19,2,dining,35,Los Angeles,23,0
21.05,11,groceries,24,Philadelphia,28,0
12.81,2,electronics,62,Philadelphia,18,0
37.44,9,entertainment,53,Dallas,16,0
6.91,16,entertainment,58,Dallas,15,0
17.42,21,electronics,59,Phoenix,21,0
22.65,1,entertainment,24,Phoenix,18,0
33.6,16,entertainment,32,Dallas,23,0
40.92,15,travel,77,San Diego,10,0
6.52,1,travel,57,San Antonio,19,1
4.33,21,electronics,54,San Diego,16,0
72.07,19,gas,83,Philadelphia,19,0
28.0,5,groceries,72,Chicago,21,0
9.5,9,dining,73,San Antonio,25,0
94.74,9,dining,61,San Diego,21,0
22.55,7,gas,74,San Diego,27,0
65.32,0,entertainment,23,New York,18,1
21.49,12,groceries,49,San Antonio,19,0
157.71,23,electronics,35,Chicago,18,0
116.2,8,gas,85,Los Angeles,25,0
15.66,21,electronics,90,Los Angeles,20,0
53.07,9,travel,24,San Diego,16,0
38.3,14,entertainment,25,Dallas,21,0
78.94,4,utilities,81,Chicago,26,0
7.65,21,electronics,24,Chicago,18,0
39.89,15,gas,58,Philadelphia,25,0
57.88,12,entertainment,57,San Jose,24,0
3.46,21,groceries,20,New York,15,0
6.15,19,gas,34,Philadelphia,13,0
2.61,17,travel,83,Chicago,11,1
15.34,10,dining,69,Houston,21,0
41.16,8,groceries,39,Dallas,19,0
90.23,15,electronics,21,Chicago,16,0
21.63,1,electronics,23,New York,14,0
102.37,1,groceries,55,Chicago,28,0
5.05,11,electronics,43,San Antonio,20,1
3.66,7,gas,28,San Antonio,17,0
19.0,8,entertainment,34,Phoenix,15,0
29.49,11,electronics,48,New York,16,0
19.44,8,travel,52,San Diego,17,0
2.54,9,entertainment,33,San Jose,29,0
18.37,1,gas,35,San Diego,16,0
5.45,15,utilities,79,San Jose,19,0
39.24,19,electronics,44,San Jose,21,0
28.98,6,electronics,52,San Jose,15,0
7.85,1,travel,62,Los Angeles,20,1
12.01,0,gas,52,San Jose,18,1
6.96,18,travel,45,Chicago,16,0
18.87,3,dining,26,Houston,21,1
52.2,23,gas,32,New York,18,0
7.5,21,groceries,38,Houston,20,0
33.25,1,groceries,69,Phoenix,13,0
11.82,13,groceries,52,Chicago,20,0
9.09,1,travel,68,San Jose,25,0
18.05,14,groceries,72,Los Angeles,19,0
7.13,11,gas,61,Philadelphia,20,0
11.55,4,groceries,82,San Diego,15,0
6.06,19,utilities,42,San Antonio,14,0
143.27,6,groceries,64,New York,22,0
20.81,23,electronics,73,Houston,24,0
9.98,20,dining,55,Chicago,21,0
24.88,9,travel,28,Philadelphia,20,0
17.95,13,entertainment,84,Dallas,22,0
16.1,13,dining,32,Dallas,22,0
37.12,4,utilities,18,San Antonio,23,0
42.84,17,travel,24,Dallas,20,0
11.82,23,gas,18,San Diego,19,0
11.29,13,travel,66,Phoenix,18,0
15.26,1,electronics,90,Dallas,16,1
2.01,11,gas,46,San Antonio,24,0
4.41,21,dining,43,Phoenix,21,0
78.8,23,dining,62,San Diego,20,0
104.06,5,groceries,88,San Antonio,19,0
15.66,3,gas,29,Dallas,15,0
35.75,12,electronics,49,San Jose,13,1
27.42,3,groceries,37,New York,18,0
436.54,21,groceries,68,Dallas,19,1
61.53,13,travel,53,San Antonio,25,0
17.67,15,dining,84,New York,24,0
7.72,3,groceries,18,New York,17,1
4.03,23,utilities,44,Phoenix,20,0
24.62,0,utilities,57,San Diego,24,1
9.43,12,dining,31,Dallas,22,0
4.84,3,utilities,86,Philadelphia,30,0
10.52,19,travel,23,San Jose,16,0
6.81,17,electronics,50,San Diego,29,1
108.54,5,entertainment,72,Philadelphia,23,0
48.5,2,groceries,36,Philadelphia,20,0
19.93,22,entertainment,46,Houston,21,0
88.23,12,electronics,78,Phoenix,19,0
21.7,15,electronics,87,Los Angeles,24,1
8.49,4,travel,41,Chicago,15,0
92.12,3,utilities,40,Chicago,21,0
34.43,20,utilities,27,Phoenix,17,0
7.12,7,electronics,71,Phoenix,19,0
16.6,18,travel,58,Philadelphia,16,0
8.37,13,travel,66,Phoenix,15,1
5.04,6,dining,34,Philadelphia,18,0
50.71,13,gas,73,San Diego,23,0
135.56,5,groceries,62,Los Angeles,27,0
4.96,11,gas,47,Houston,15,0
35.27,15,utilities,61,Philadelphia,17,0
10.48,16,electronics,72,Phoenix,22,0
12.34,12,dining,36,New York,13,0
11.11,22,entertainment,46,Dallas,23,0
8.47,13,utilities,19,Chicago,12,0
21.08,6,groceries,53,Los Angeles,16,0
8.75,13,travel,36,Dallas,15,0
26.32,14,electronics,24,San Antonio,18,0
19.1,11,utilities,43,Phoenix,15,0
15.82,16,entertainment,55,Philadelphia,24,0
8.1,8,groceries,20,Houston,13,0
11.28,21,groceries,83,New York,24,0
42.75,14,dining,88,Houston,21,0
33.15,11,utilities,60,Dallas,19,0
7.56,1,entertainment,79,New York,24,0
22.18,4,groceries,88,San Jose,18,0
42.58,12,electronics,41,Chicago,17,0
3.78,19,groceries,56,Phoenix,23,0
34.58,22,entertainment,85,San Antonio,23,0
10.35,7,travel,61,Dallas,16,0
35.54,13,travel,22,Philadelphia,22,0
9.36,14,dining,72,Chicago,27,0
3.3,10,utilities,47,San Antonio,27,0
3.95,0,entertainment,46,Houston,32,0
21.07,20,dining,43,Chicago,24,0
26.04,2,gas,43,San Antonio,19,0
8.13,16,groceries,54,San Antonio,17,0
38.04,18,gas,70,Houston,24,0
3.81,13,groceries,47,San Antonio,17,0
18.8,21,travel,20,Los Angeles,21,0
5.98,22,dining,60,New York,17,0
10.47,7,travel,24,Los Angeles,22,1
21.06,12,electronics,66,Houston,15,0
8.5,19,gas,90,San Diego,21,0
13.67,2,gas,58,Chicago,20,0
54.94,4,travel,71,San Jose,19,0
11.28,8,electronics,86,Philadelphia,19,0
46.33,5,groceries,44,Philadelphia,19,0
6.49,21,dining,25,Dallas,14,0
34.12,1,electronics,49,Dallas,17,0
84.91,12,dining,81,Houston,19,0
1.7,4,gas,27,Dallas,23,0
9.05,7,dining,30,Philadelphia,20,0
35.77,22,gas,80,Los Angeles,14,0
16.39,0,electronics,52,San Jose,17,1
29.11,19,gas,78,Philadelphia,20,0
10.98,11,utilities,71,Los Angeles,17,0
21.9,22,gas,25,San Diego,17,0
17.19,10,travel,46,Houston,23,0
64.57,6,electronics,58,Phoenix,24,0
25.9,14,groceries,47,San Diego,22,0
28.15,21,dining,38,San Diego,24,0
13.3,23,entertainment,28,Philadelphia,19,0
12.33,10,electronics,19,Houston,20,0
13.03,21,travel,67,New York,20,0
29.8,15,gas,58,San Antonio,22,0
13.18,2,dining,83,San Diego,22,0
26.84,19,utilities,20,Dallas,16,0
160.04,13,groceries,68,Los Angeles,21,0
48.0,2,utilities,85,New York,21,0
14.5,0,entertainment,42,Houston,32,0
66.77,20,electronics,47,Phoenix,16,0
13.36,14,dining,28,San Jose,22,0
2.62,0,electronics,34,New York,20,0
7.33,16,travel,43,Phoenix,28,0
3.09,1,electronics,40,Philadelphia,26,0
14.13,19,groceries,73,Chicago,25,0
20.46,5,entertainment,69,San Antonio,21,0
107.39,7,utilities,65,Philadelphia,20,0
27.85,15,entertainment,37,Houston,24,0
16.13,18,dining,19,Chicago,28,0
46.04,0,electronics,48,Phoenix,15,1
2.2,2,dining,44,Chicago,16,0
25.42,2,utilities,19,San Jose,21,0
43.42,4,dining,21,Dallas,8,0
4.58,11,travel,30,Dallas,25,0
63.04,11,entertainment,52,Philadelphia,18,0
28.18,19,utilities,89,Philadelphia,22,0
13.26,12,utilities,83,Houston,22,0
37.82,19,gas,23,Houston,19,0
194.55,8,utilities,48,Los Angeles,15,0
24.09,6,gas,27,San Jose,13,0
25.74,3,groceries,38,Houston,12,0
12.69,18,gas,40,San Diego,20,0
8.59,21,entertainment,20,San Jose,12,0
46.08,18,dining,49,Los Angeles,22,0
8.53,5,gas,37,Dallas,17,0
21.58,12,utilities,46,New York,28,0
12.46,10,entertainment,69,Los Angeles,24,0
32.43,12,gas,63,Los Angeles,24,0
28.04,12,gas,51,Philadelphia,16,0
56.69,21,utilities,78,San Antonio,24,0
12.06,19,travel,89,Chicago,21,0
15.33,14,travel,88,Dallas,14,0
7.55,20,gas,87,Phoenix,17,0
12.88,12,travel,28,Phoenix,31,0
29.29,21,electronics,80,Houston,14,0
42.82,10,utilities,38,Dallas,12,0
7.99,18,electronics,20,San Diego,15,0
47.92,7,entertainment,27,Houston,26,0
77.92,19,electronics,44,Houston,27,0
30.37,7,entertainment,29,Los Angeles,19,0
131.21,9,gas,24,Dallas,12,0
9.26,15,entertainment,34,Chicago,22,0
5.79,18,entertainment,82,Houston,18,0
3.39,22,dining,81,San Antonio,16,0
89.66,10,electronics,43,San Jose,17,0
38.64,12,dining,32,San Diego,29,0
19.0,8,gas,50,San Diego,32,0
26.57,19,utilities,79,Houston,25,0
6.52,23,electronics,64,San Antonio,18,0
231.77,18,utilities,52,San Jose,21,0
22.86,15,utilities,82,New York,22,0
22.41,6,entertainment,89,Philadelphia,11,0
41.5,18,electronics,42,Philadelphia,19,0
32.49,11,utilities,74,Philadelphia,26,0
25.13,14,travel,49,Los Angeles,21,1
9.11,22,utilities,80,San Diego,17,0
32.18,13,travel,29,Phoenix,20,0
131.9,10,electronics,80,Phoenix,22,0
77.12,9,gas,18,Los Angeles,15,0
98.81,10,dining,68,Houston,12,0
12.05,5,electronics,87,Dallas,27,0
7.47,1,dining,25,Dallas,22,0
17.71,10,dining,85,Philadelphia,22,0
21.24,18,electronics,22,Dallas,16,0
59.99,5,utilities,56,Houston,20,0
3.7,13,groceries,40,New York,20,0
92.72,19,utilities,85,Los Angeles,32,0
17.15,5,utilities,69,New York,24,0
13.11,16,gas,21,San Diego,21,0
7.3,9,entertainment,64,Dallas,18,0
3.84,0,entertainment,38,San Jose,14,0
45.75,2,utilities,73,Philadelphia,21,0
21.61,7,travel,83,Los Angeles,18,0
5.53,7,gas,76,Philadelphia,34,0
5.5,19,dining,24,Dallas,15,0
14.36,21,entertainment,66,Chicago,23,0
106.59,14,utilities,33,Dallas,31,0
15.49,23,gas,34,Los Angeles,23,0
4.47,6,groceries,51,Phoenix,23,0
15.71,10,travel,50,Los Angeles,17,0
15.29,6,electronics,43,San Antonio,24,0
1.35,3,utilities,83,San Jose,21,0
19.02,11,gas,80,Dallas,25,0
15.94,5,utilities,58,San Antonio,25,0
40.29,13,dining,75,Phoenix,15,0
127.61,11,travel,27,Houston,17,0
61.96,10,entertainment,32,Houston,18,0
15.35,18,entertainment,59,San Jose,22,0
6.64,20,entertainment,74,San Diego,22,0
263.32,4,electronics,34,San Jose,22,1
21.31,13,gas,77,San Jose,23,0
20.37,20,travel,26,San Jose,22,1
19.61,23,travel,53,San Jose,19,0
24.49,15,entertainment,90,San Jose,23,0
17.39,12,entertainment,53,New York,17,0
11.32,21,dining,65,Phoenix,23,0
11.62,21,groceries,68,Los Angeles,18,0
